location,datetime,sensorType,value
PartialTech Research Farm,2019-07-25T23:40:32.206Z,temperature,14.8
PartialTech Research Farm,2019-07-26T03:47:42.230Z,temperature,16.4
PartialTech Research Farm,2019-07-26T02:26:03.734Z,temperature,16.3
PartialTech Research Farm,2019-07-26T19:33:44.244Z,temperature,15.4
PartialTech Research Farm,2019-07-27T19:33:44.244Z,pH,5.34
PartialTech Research Farm,2019-07-27T19:33:44.244Z,rainFall,4.2
PartialTech Research Farm,2019-07-26T21:54:59.533Z,temperature,16.9
PartialTech Research Farm,2019-07-27T08:36:17.783Z,temperature,23.0
PartialTech Research Farm,2019-07-27T00:24:24.876Z,temperature,20.0
PartialTech Research Farm,2019-07-27T13:58:39.667Z,temperature,22.5
PartialTech Research Farm,2019-07-27T05:55:32.343Z,temperature,22.0
PartialTech Research Farm,2019-07-28T05:55:32.343Z,pH,5.73
PartialTech Research Farm,2019-07-28T05:55:32.343Z,rainFall,2.7
PartialTech Research Farm,2019-07-28T06:29:25.381Z,temperature,25.1
PartialTech Research Farm,2019-07-28T16:29:58.410Z,temperature,23.9
PartialTech Research Farm,2019-07-28T04:52:30.284Z,temperature,24.9
PartialTech Research Farm,2019-07-28T11:49:34.285Z,temperature,26.7
PartialTech Research Farm,2019-07-28T08:57:35.881Z,temperature,27.3
PartialTech Research Farm,2019-07-28T14:38:47.226Z,temperature,26.2
PartialTech Research Farm,2019-07-28T11:21:58.169Z,temperature,25.8
PartialTech Research Farm,2019-07-28T13:32:43.856Z,temperature,25.9
PartialTech Research Farm,2019-07-28T09:54:11.052Z,temperature,27.1
PartialTech Research Farm,2019-07-28T14:19:33.022Z,temperature,26.6
PartialTech Research Farm,2019-07-29T14:19:33.022Z,pH,5.54
PartialTech Research Farm,2019-07-29T14:19:33.022Z,rainFall,4.3
PartialTech Research Farm,2019-07-29T14:45:58.909Z,temperature,24.6
PartialTech Research Farm,2019-07-29T05:49:59.704Z,temperature,24.8
PartialTech Research Farm,2019-07-29T20:14:13.908Z,temperature,23.1
PartialTech Research Farm,2019-07-29T08:16:08.079Z,temperature,25.7
PartialTech Research Farm,2019-07-29T06:27:23.429Z,temperature,25.1
PartialTech Research Farm,2019-07-30T06:27:23.429Z,pH,5.95
PartialTech Research Farm,2019-07-30T06:27:23.429Z,rainFall,2.9
PartialTech Research Farm,2019-07-30T14:43:44.577Z,temperature,16.4
PartialTech Research Farm,2019-07-29T23:54:04.119Z,temperature,12.7
PartialTech Research Farm,2019-07-30T18:25:45.117Z,temperature,13.5
PartialTech Research Farm,2019-07-30T05:32:45.972Z,temperature,15.6
PartialTech Research Farm,2019-07-30T12:31:24.345Z,temperature,16.3
PartialTech Research Farm,2019-07-30T13:42:03.371Z,temperature,16.1
PartialTech Research Farm,2019-07-30T05:02:27.392Z,temperature,16.0
PartialTech Research Farm,2019-07-29T21:58:00.392Z,temperature,11.6
PartialTech Research Farm,2019-07-30T19:54:50.050Z,temperature,12.9
PartialTech Research Farm,2019-07-30T13:10:31.566Z,temperature,17.0
PartialTech Research Farm,2019-07-31T13:10:31.566Z,pH,5.84
PartialTech Research Farm,2019-07-31T13:10:31.566Z,rainFall,0
PartialTech Research Farm,2019-07-31T10:34:42.509Z,temperature,28.1
PartialTech Research Farm,2019-07-31T09:27:06.590Z,temperature,28.3
PartialTech Research Farm,2019-07-31T04:43:03.701Z,temperature,28.4
PartialTech Research Farm,2019-07-31T04:11:01.886Z,temperature,27.4
PartialTech Research Farm,2019-07-31T12:52:01.810Z,temperature,28.2
PartialTech Research Farm,2019-07-31T16:05:26.431Z,temperature,26.8
PartialTech Research Farm,2019-07-31T00:18:49.117Z,temperature,24.6
PartialTech Research Farm,2019-07-31T18:12:00.761Z,temperature,26.2
PartialTech Research Farm,2019-07-31T08:54:12.920Z,temperature,29.1
PartialTech Research Farm,2019-08-01T08:54:12.920Z,pH,5.55
PartialTech Research Farm,2019-08-01T08:54:12.920Z,rainFall,0
PartialTech Research Farm,2019-08-01T15:58:36.362Z,temperature,14.4
PartialTech Research Farm,2019-08-01T02:19:11.683Z,temperature,12.6
PartialTech Research Farm,2019-08-01T13:23:35.183Z,temperature,14.8
PartialTech Research Farm,2019-08-02T13:23:35.183Z,pH,6.26
PartialTech Research Farm,2019-08-02T13:23:35.183Z,rainFall,6.3
PartialTech Research Farm,2019-08-02T09:08:24.391Z,temperature,18.1
PartialTech Research Farm,2019-08-01T21:07:32.452Z,temperature,14.7
PartialTech Research Farm,2019-08-02T07:00:30.859Z,temperature,18.0
PartialTech Research Farm,2019-08-02T15:22:18.897Z,temperature,17.4
PartialTech Research Farm,2019-08-02T02:45:24.626Z,temperature,17.7
PartialTech Research Farm,2019-08-02T09:07:48.976Z,temperature,19.5
PartialTech Research Farm,2019-08-01T21:10:02.705Z,temperature,14.2
PartialTech Research Farm,2019-08-02T15:42:56.204Z,temperature,16.7
PartialTech Research Farm,2019-08-02T09:06:30.521Z,temperature,18.6
PartialTech Research Farm,2019-08-03T09:06:30.521Z,pH,5.77
PartialTech Research Farm,2019-08-03T09:06:30.521Z,rainFall,3.5
PartialTech Research Farm,2019-08-03T07:36:53.054Z,temperature,25.8
PartialTech Research Farm,2019-08-02T22:11:06.770Z,temperature,21.6
PartialTech Research Farm,2019-08-03T02:41:10.926Z,temperature,24.7
PartialTech Research Farm,2019-08-03T00:46:48.916Z,temperature,23.7
PartialTech Research Farm,2019-08-03T08:57:56.746Z,temperature,25.3
PartialTech Research Farm,2019-08-03T12:08:25.238Z,temperature,26.6
PartialTech Research Farm,2019-08-03T10:08:26.835Z,temperature,25.1
PartialTech Research Farm,2019-08-02T22:46:27.763Z,temperature,21.1
PartialTech Research Farm,2019-08-03T18:43:12.898Z,temperature,22.6
PartialTech Research Farm,2019-08-04T18:43:12.898Z,pH,5.89
PartialTech Research Farm,2019-08-04T18:43:12.898Z,rainFall,2.7
PartialTech Research Farm,2019-08-04T14:15:55.204Z,temperature,26.0
PartialTech Research Farm,2019-08-04T18:53:05.040Z,temperature,24.0
PartialTech Research Farm,2019-08-03T23:35:15.662Z,temperature,22.9
PartialTech Research Farm,2019-08-03T23:37:58.641Z,temperature,23.0
PartialTech Research Farm,2019-08-04T03:55:27.523Z,temperature,25.2
PartialTech Research Farm,2019-08-04T01:57:15.367Z,temperature,24.4
PartialTech Research Farm,2019-08-04T04:09:13.284Z,temperature,25.0
PartialTech Research Farm,2019-08-04T19:04:34.508Z,temperature,23.3
PartialTech Research Farm,2019-08-04T18:13:45.254Z,temperature,23.8
PartialTech Research Farm,2019-08-03T21:59:54.714Z,temperature,20.1
PartialTech Research Farm,2019-08-04T21:59:54.714Z,pH,6.42
PartialTech Research Farm,2019-08-04T21:59:54.714Z,rainFall,3.4
PartialTech Research Farm,2019-08-05T01:46:14.861Z,temperature,17.9
PartialTech Research Farm,2019-08-05T17:29:32.156Z,temperature,18.3
PartialTech Research Farm,2019-08-05T12:38:04.106Z,temperature,20.9
PartialTech Research Farm,2019-08-05T04:50:56.446Z,temperature,20.2
PartialTech Research Farm,2019-08-05T14:15:57.658Z,temperature,19.9
PartialTech Research Farm,2019-08-04T23:06:37.962Z,temperature,16.4
PartialTech Research Farm,2019-08-05T01:15:33.237Z,temperature,19.0
PartialTech Research Farm,2019-08-05T08:35:21.185Z,temperature,21.3
PartialTech Research Farm,2019-08-05T15:53:14.433Z,temperature,19.1
PartialTech Research Farm,2019-08-06T15:53:14.433Z,pH,6.40
PartialTech Research Farm,2019-08-06T15:53:14.433Z,rainFall,0
PartialTech Research Farm,2019-08-06T03:27:12.974Z,temperature,25.7
PartialTech Research Farm,2019-08-07T03:27:12.974Z,pH,5.10
PartialTech Research Farm,2019-08-07T03:27:12.974Z,rainFall,0
PartialTech Research Farm,2019-08-07T02:26:19.281Z,temperature,24.4
PartialTech Research Farm,2019-08-08T02:26:19.281Z,pH,6.26
PartialTech Research Farm,2019-08-08T02:26:19.281Z,rainFall,0
PartialTech Research Farm,2019-08-08T11:28:21.958Z,temperature,19.7
PartialTech Research Farm,2019-08-08T06:48:13.858Z,temperature,18.1
PartialTech Research Farm,2019-08-08T12:53:48.499Z,temperature,18.5
PartialTech Research Farm,2019-08-09T12:53:48.499Z,pH,6.26
PartialTech Research Farm,2019-08-09T12:53:48.499Z,rainFall,0
PartialTech Research Farm,2019-08-09T03:21:51.326Z,temperature,14.9
PartialTech Research Farm,2019-08-10T03:21:51.326Z,pH,5.60
PartialTech Research Farm,2019-08-10T03:21:51.326Z,rainFall,0
PartialTech Research Farm,2019-08-10T17:09:26.866Z,temperature,21.1
PartialTech Research Farm,2019-08-10T01:37:49.339Z,temperature,21.2
PartialTech Research Farm,2019-08-10T09:43:31.772Z,temperature,24.7
PartialTech Research Farm,2019-08-10T08:05:56.093Z,temperature,24.4
PartialTech Research Farm,2019-08-10T12:12:19.773Z,temperature,24.1
PartialTech Research Farm,2019-08-10T03:36:45.422Z,temperature,22.5
PartialTech Research Farm,2019-08-10T02:11:49.812Z,temperature,21.0
PartialTech Research Farm,2019-08-10T13:00:19.550Z,temperature,22.4
PartialTech Research Farm,2019-08-10T07:13:25.474Z,temperature,23.7
PartialTech Research Farm,2019-08-10T19:49:07.458Z,temperature,20.8
PartialTech Research Farm,2019-08-11T19:49:07.458Z,pH,5.89
PartialTech Research Farm,2019-08-11T19:49:07.458Z,rainFall,151.8
PartialTech Research Farm,2019-08-11T17:31:46.093Z,temperature,13.7
PartialTech Research Farm,2019-08-12T17:31:46.093Z,pH,5.33
PartialTech Research Farm,2019-08-12T17:31:46.093Z,rainFall,2.7
PartialTech Research Farm,2019-08-12T10:29:13.985Z,temperature,14.4
PartialTech Research Farm,2019-08-12T15:15:03.470Z,temperature,12.9
PartialTech Research Farm,2019-08-12T07:29:27.918Z,temperature,15.3
PartialTech Research Farm,2019-08-13T07:29:27.918Z,pH,6.43
PartialTech Research Farm,2019-08-13T07:29:27.918Z,rainFall,0
PartialTech Research Farm,2019-08-12T22:38:25.667Z,temperature,23.5
PartialTech Research Farm,2019-08-13T08:33:42.929Z,temperature,27.1
PartialTech Research Farm,2019-08-13T03:10:30.922Z,temperature,26.0
PartialTech Research Farm,2019-08-12T22:48:03.988Z,temperature,21.8
PartialTech Research Farm,2019-08-13T22:48:03.988Z,pH,6.10
PartialTech Research Farm,2019-08-13T22:48:03.988Z,rainFall,0
PartialTech Research Farm,2019-08-14T03:26:18.761Z,temperature,20.3
PartialTech Research Farm,2019-08-14T09:45:04.036Z,temperature,23.1
PartialTech Research Farm,2019-08-14T12:44:07.537Z,temperature,21.2
PartialTech Research Farm,2019-08-14T18:45:10.382Z,temperature,19.6
PartialTech Research Farm,2019-08-14T01:05:33.684Z,temperature,20.0
PartialTech Research Farm,2019-08-15T01:05:33.684Z,pH,5.80
PartialTech Research Farm,2019-08-15T01:05:33.684Z,rainFall,3.1
PartialTech Research Farm,2019-08-15T03:06:21.054Z,temperature,20.0
PartialTech Research Farm,2019-08-16T03:06:21.054Z,pH,5.75
PartialTech Research Farm,2019-08-16T03:06:21.054Z,rainFall,4.6
PartialTech Research Farm,2019-08-16T06:00:33.312Z,temperature,14.8
PartialTech Research Farm,2019-08-16T10:42:59.015Z,temperature,16.7
PartialTech Research Farm,2019-08-16T01:50:59.496Z,temperature,13.5
PartialTech Research Farm,2019-08-16T02:55:52.472Z,temperature,14.3
PartialTech Research Farm,2019-08-16T04:29:23.760Z,temperature,15.7
PartialTech Research Farm,2019-08-16T01:17:11.834Z,temperature,13.5
PartialTech Research Farm,2019-08-16T06:25:23.775Z,temperature,16.0
PartialTech Research Farm,2019-08-17T06:25:23.775Z,pH,5.38
PartialTech Research Farm,2019-08-17T06:25:23.775Z,rainFall,0
PartialTech Research Farm,2019-08-17T10:57:33.778Z,temperature,19.6
PartialTech Research Farm,2019-08-17T03:41:46.892Z,temperature,17.8
PartialTech Research Farm,2019-08-18T03:41:46.892Z,pH,6.21
PartialTech Research Farm,2019-08-18T03:41:46.892Z,rainFall,6.6
PartialTech Research Farm,2019-08-18T06:18:04.073Z,temperature,18.4
PartialTech Research Farm,2019-08-18T20:00:18.590Z,temperature,13.4
PartialTech Research Farm,2019-08-18T13:48:26.101Z,temperature,17.5
PartialTech Research Farm,2019-08-18T01:13:25.214Z,temperature,15.8
PartialTech Research Farm,2019-08-18T15:07:34.020Z,temperature,17.9
PartialTech Research Farm,2019-08-18T20:19:59.994Z,temperature,14.6
PartialTech Research Farm,2019-08-18T15:01:51.016Z,temperature,16.5
PartialTech Research Farm,2019-08-18T00:42:02.042Z,temperature,14.5
PartialTech Research Farm,2019-08-18T18:06:14.625Z,temperature,15.8
PartialTech Research Farm,2019-08-18T01:34:33.652Z,temperature,15.3
PartialTech Research Farm,2019-08-19T01:34:33.652Z,pH,5.95
PartialTech Research Farm,2019-08-19T01:34:33.652Z,rainFall,0
PartialTech Research Farm,2019-08-18T23:29:27.565Z,temperature,23.3
PartialTech Research Farm,2019-08-19T06:48:29.083Z,temperature,25.7
PartialTech Research Farm,2019-08-19T09:23:37.417Z,temperature,27.6
PartialTech Research Farm,2019-08-19T03:34:33.284Z,temperature,24.9
PartialTech Research Farm,2019-08-19T06:23:12.564Z,temperature,26.2
PartialTech Research Farm,2019-08-20T06:23:12.564Z,pH,6.25
PartialTech Research Farm,2019-08-20T06:23:12.564Z,rainFall,0
PartialTech Research Farm,2019-08-20T08:44:04.575Z,temperature,23.2
PartialTech Research Farm,2019-08-21T08:44:04.575Z,pH,5.85
PartialTech Research Farm,2019-08-21T08:44:04.575Z,rainFall,0
PartialTech Research Farm,2019-08-21T16:11:04.478Z,temperature,16.1
PartialTech Research Farm,2019-08-21T18:00:22.889Z,temperature,14.1
PartialTech Research Farm,2019-08-21T05:50:53.744Z,temperature,17.3
PartialTech Research Farm,2019-08-21T02:06:57.680Z,temperature,14.9
PartialTech Research Farm,2019-08-20T22:25:56.282Z,temperature,13.7
PartialTech Research Farm,2019-08-21T22:25:56.282Z,pH,5.66
PartialTech Research Farm,2019-08-21T22:25:56.282Z,rainFall,4.6
PartialTech Research Farm,2019-08-22T05:40:06.337Z,temperature,20.8
PartialTech Research Farm,2019-08-22T03:13:23.729Z,temperature,20.5
PartialTech Research Farm,2019-08-22T04:59:43.616Z,temperature,21.2
PartialTech Research Farm,2019-08-22T14:08:24.229Z,temperature,20.3
PartialTech Research Farm,2019-08-23T14:08:24.229Z,pH,5.33
PartialTech Research Farm,2019-08-23T14:08:24.229Z,rainFall,3.1
PartialTech Research Farm,2019-08-23T11:59:34.441Z,temperature,21.7
PartialTech Research Farm,2019-08-23T03:48:03.971Z,temperature,20.5
PartialTech Research Farm,2019-08-23T18:51:25.370Z,temperature,19.4
PartialTech Research Farm,2019-08-23T14:53:35.290Z,temperature,22.4
PartialTech Research Farm,2019-08-22T21:48:29.849Z,temperature,17.6
PartialTech Research Farm,2019-08-23T03:43:05.954Z,temperature,21.4
PartialTech Research Farm,2019-08-23T00:43:59.884Z,temperature,19.5
PartialTech Research Farm,2019-08-23T19:03:29.657Z,temperature,19.4
PartialTech Research Farm,2019-08-24T19:03:29.657Z,pH,6.26
PartialTech Research Farm,2019-08-24T19:03:29.657Z,rainFall,0
PartialTech Research Farm,2019-08-23T21:06:57.558Z,temperature,8.7
PartialTech Research Farm,2019-08-24T00:49:49.731Z,temperature,9.3
PartialTech Research Farm,2019-08-24T06:24:37.195Z,temperature,12.1
PartialTech Research Farm,2019-08-25T06:24:37.195Z,pH,6.46
PartialTech Research Farm,2019-08-25T06:24:37.195Z,rainFall,131.1
PartialTech Research Farm,2019-08-25T02:33:07.495Z,temperature,15.2
PartialTech Research Farm,2019-08-25T18:56:05.840Z,temperature,14.7
PartialTech Research Farm,2019-08-25T02:43:12.775Z,temperature,13.9
PartialTech Research Farm,2019-08-25T10:18:14.944Z,temperature,16.3
PartialTech Research Farm,2019-08-25T18:00:15.190Z,temperature,13.9
PartialTech Research Farm,2019-08-26T18:00:15.190Z,pH,6.34
PartialTech Research Farm,2019-08-26T18:00:15.190Z,rainFall,2.9
PartialTech Research Farm,2019-08-26T01:01:16.434Z,temperature,13.2
PartialTech Research Farm,2019-08-26T20:37:36.691Z,temperature,12.4
PartialTech Research Farm,2019-08-26T14:43:41.245Z,temperature,14.7
PartialTech Research Farm,2019-08-26T00:55:16.357Z,temperature,13.3
PartialTech Research Farm,2019-08-26T20:08:42.295Z,temperature,11.7
PartialTech Research Farm,2019-08-25T23:42:05.802Z,temperature,11.6
PartialTech Research Farm,2019-08-26T06:39:29.611Z,temperature,14.2
PartialTech Research Farm,2019-08-27T06:39:29.611Z,pH,6.17
PartialTech Research Farm,2019-08-27T06:39:29.611Z,rainFall,3.4
PartialTech Research Farm,2019-08-27T19:55:02.527Z,temperature,9.3
PartialTech Research Farm,2019-08-26T22:39:56.339Z,temperature,8.8
PartialTech Research Farm,2019-08-27T07:36:13.682Z,temperature,12.2
PartialTech Research Farm,2019-08-27T17:55:25.710Z,temperature,11.6
PartialTech Research Farm,2019-08-27T13:53:54.401Z,temperature,12.7
PartialTech Research Farm,2019-08-28T13:53:54.401Z,pH,5.56
PartialTech Research Farm,2019-08-28T13:53:54.401Z,rainFall,7.2
PartialTech Research Farm,2019-08-28T07:36:18.830Z,temperature,19.3
PartialTech Research Farm,2019-08-28T20:17:08.559Z,temperature,15.2
PartialTech Research Farm,2019-08-28T09:36:18.556Z,temperature,19.6
PartialTech Research Farm,2019-08-28T17:13:52.682Z,temperature,17.7
PartialTech Research Farm,2019-08-28T11:26:28.329Z,temperature,18.1
PartialTech Research Farm,2019-08-27T21:10:51.158Z,temperature,14.0
PartialTech Research Farm,2019-08-28T12:09:49.157Z,temperature,18.4
PartialTech Research Farm,2019-08-28T00:31:44.226Z,temperature,16.0
PartialTech Research Farm,2019-08-28T02:47:13.023Z,temperature,16.2
PartialTech Research Farm,2019-08-29T02:47:13.023Z,pH,5.92
PartialTech Research Farm,2019-08-29T02:47:13.023Z,rainFall,0
PartialTech Research Farm,2019-08-28T23:39:54.941Z,temperature,15.4
PartialTech Research Farm,2019-08-29T04:06:00.380Z,temperature,18.8
PartialTech Research Farm,2019-08-29T14:19:58.620Z,temperature,17.9
PartialTech Research Farm,2019-08-29T05:20:11.615Z,temperature,18.9
PartialTech Research Farm,2019-08-28T22:01:22.750Z,temperature,15.4
PartialTech Research Farm,2019-08-29T05:31:31.926Z,temperature,18.2
PartialTech Research Farm,2019-08-30T05:31:31.926Z,pH,5.45
PartialTech Research Farm,2019-08-30T05:31:31.926Z,rainFall,0
PartialTech Research Farm,2019-08-29T23:37:03.892Z,temperature,11.6
PartialTech Research Farm,2019-08-30T13:29:04.855Z,temperature,15.1
PartialTech Research Farm,2019-08-30T08:07:14.224Z,temperature,16.6
PartialTech Research Farm,2019-08-31T08:07:14.224Z,pH,5.21
PartialTech Research Farm,2019-08-31T08:07:14.224Z,rainFall,0
PartialTech Research Farm,2019-08-31T08:08:32.788Z,temperature,18.1
PartialTech Research Farm,2019-08-31T13:49:16.456Z,temperature,17.8
PartialTech Research Farm,2019-08-31T09:15:04.484Z,temperature,16.5
PartialTech Research Farm,2019-08-31T00:55:27.453Z,temperature,14.0
PartialTech Research Farm,2019-08-31T11:43:59.237Z,temperature,16.4
PartialTech Research Farm,2019-08-31T01:43:32.274Z,temperature,15.6
PartialTech Research Farm,2019-08-31T11:29:42.730Z,temperature,17.4
PartialTech Research Farm,2019-09-01T11:29:42.730Z,pH,6.46
PartialTech Research Farm,2019-09-01T11:29:42.730Z,rainFall,4.7
PartialTech Research Farm,2019-09-01T08:08:17.098Z,temperature,12.2
PartialTech Research Farm,2019-09-01T12:01:32.048Z,temperature,12.2
PartialTech Research Farm,2019-09-02T12:01:32.048Z,pH,5.29
PartialTech Research Farm,2019-09-02T12:01:32.048Z,rainFall,3.2
PartialTech Research Farm,2019-09-02T14:25:37.018Z,temperature,18.3
PartialTech Research Farm,2019-09-03T14:25:37.018Z,pH,5.77
PartialTech Research Farm,2019-09-03T14:25:37.018Z,rainFall,0
PartialTech Research Farm,2019-09-03T06:48:08.633Z,temperature,15.2
PartialTech Research Farm,2019-09-03T00:05:05.421Z,temperature,13.1
PartialTech Research Farm,2019-09-02T23:03:10.094Z,temperature,11.5
PartialTech Research Farm,2019-09-03T17:39:36.681Z,temperature,13.0
PartialTech Research Farm,2019-09-03T01:59:08.813Z,temperature,12.7
PartialTech Research Farm,2019-09-04T01:59:08.813Z,pH,5.38
PartialTech Research Farm,2019-09-04T01:59:08.813Z,rainFall,4.4
PartialTech Research Farm,2019-09-04T10:34:21.445Z,temperature,20.4
PartialTech Research Farm,2019-09-04T15:38:41.808Z,temperature,18.5
PartialTech Research Farm,2019-09-04T17:57:59.196Z,temperature,17.3
PartialTech Research Farm,2019-09-04T19:07:44.874Z,temperature,16.8
PartialTech Research Farm,2019-09-05T19:07:44.874Z,pH,5.38
PartialTech Research Farm,2019-09-05T19:07:44.874Z,rainFall,0
PartialTech Research Farm,2019-09-05T04:31:18.019Z,temperature,12.6
PartialTech Research Farm,2019-09-05T06:47:15.929Z,temperature,12.9
PartialTech Research Farm,2019-09-05T06:58:33.752Z,temperature,13.2
PartialTech Research Farm,2019-09-05T02:08:55.455Z,temperature,11.7
PartialTech Research Farm,2019-09-05T14:18:40.998Z,temperature,11.8
PartialTech Research Farm,2019-09-05T19:12:09.928Z,temperature,9.6
PartialTech Research Farm,2019-09-06T19:12:09.928Z,pH,5.42
PartialTech Research Farm,2019-09-06T19:12:09.928Z,rainFall,0
PartialTech Research Farm,2019-09-06T17:35:35.666Z,temperature,9.0
PartialTech Research Farm,2019-09-05T22:57:35.720Z,temperature,6.1
PartialTech Research Farm,2019-09-05T22:07:45.107Z,temperature,6.8
PartialTech Research Farm,2019-09-06T16:56:08.652Z,temperature,9.8
PartialTech Research Farm,2019-09-06T00:27:38.072Z,temperature,7.7
PartialTech Research Farm,2019-09-07T00:27:38.072Z,pH,5.17
PartialTech Research Farm,2019-09-07T00:27:38.072Z,rainFall,0
PartialTech Research Farm,2019-09-07T11:20:09.960Z,temperature,19.3
PartialTech Research Farm,2019-09-07T16:35:18.051Z,temperature,18.1
PartialTech Research Farm,2019-09-07T07:08:40.727Z,temperature,20.8
PartialTech Research Farm,2019-09-06T21:37:30.551Z,temperature,14.4
PartialTech Research Farm,2019-09-07T11:44:53.853Z,temperature,20.2
PartialTech Research Farm,2019-09-06T22:29:01.042Z,temperature,15.5
PartialTech Research Farm,2019-09-07T22:29:01.042Z,pH,6.09
PartialTech Research Farm,2019-09-07T22:29:01.042Z,rainFall,2.5
PartialTech Research Farm,2019-09-07T22:29:08.942Z,temperature,20.8
PartialTech Research Farm,2019-09-08T10:55:36.271Z,temperature,24.5
PartialTech Research Farm,2019-09-08T04:10:23.349Z,temperature,22.3
PartialTech Research Farm,2019-09-08T18:49:30.031Z,temperature,22.1
PartialTech Research Farm,2019-09-08T12:26:21.190Z,temperature,23.4
PartialTech Research Farm,2019-09-08T14:05:42.036Z,temperature,23.4
PartialTech Research Farm,2019-09-08T02:26:19.109Z,temperature,22.6
PartialTech Research Farm,2019-09-08T02:25:24.725Z,temperature,21.7
PartialTech Research Farm,2019-09-09T02:25:24.725Z,pH,5.70
PartialTech Research Farm,2019-09-09T02:25:24.725Z,rainFall,0
PartialTech Research Farm,2019-09-09T16:04:41.338Z,temperature,17.7
PartialTech Research Farm,2019-09-09T01:19:02.574Z,temperature,18.2
PartialTech Research Farm,2019-09-09T08:15:20.739Z,temperature,20.8
PartialTech Research Farm,2019-09-09T15:03:05.990Z,temperature,18.4
PartialTech Research Farm,2019-09-09T13:39:32.268Z,temperature,19.9
PartialTech Research Farm,2019-09-09T15:26:49.276Z,temperature,19.2
PartialTech Research Farm,2019-09-09T13:20:59.641Z,temperature,19.5
PartialTech Research Farm,2019-09-09T07:27:38.655Z,temperature,19.1
PartialTech Research Farm,2019-09-10T07:27:38.655Z,pH,5.37
PartialTech Research Farm,2019-09-10T07:27:38.655Z,rainFall,2.0
PartialTech Research Farm,2019-09-09T22:48:20.176Z,temperature,6.5
PartialTech Research Farm,2019-09-10T09:36:49.028Z,temperature,10.9
PartialTech Research Farm,2019-09-10T09:21:33.456Z,temperature,10.3
PartialTech Research Farm,2019-09-10T06:33:16.250Z,temperature,10.2
PartialTech Research Farm,2019-09-11T06:33:16.250Z,pH,6.03
PartialTech Research Farm,2019-09-11T06:33:16.250Z,rainFall,0
PartialTech Research Farm,2019-09-11T18:59:27.981Z,temperature,7.8
PartialTech Research Farm,2019-09-11T03:41:03.460Z,temperature,9.8
PartialTech Research Farm,2019-09-11T12:43:18.092Z,temperature,10.0
PartialTech Research Farm,2019-09-11T09:51:09.396Z,temperature,11.1
PartialTech Research Farm,2019-09-12T09:51:09.396Z,pH,5.81
PartialTech Research Farm,2019-09-12T09:51:09.396Z,rainFall,0
PartialTech Research Farm,2019-09-12T12:28:50.646Z,temperature,18.0
PartialTech Research Farm,2019-09-12T19:47:20.271Z,temperature,16.1
PartialTech Research Farm,2019-09-12T05:08:48.292Z,temperature,17.6
PartialTech Research Farm,2019-09-12T19:06:04.573Z,temperature,15.8
PartialTech Research Farm,2019-09-12T07:46:04.186Z,temperature,18.9
PartialTech Research Farm,2019-09-12T01:08:59.369Z,temperature,15.3
PartialTech Research Farm,2019-09-11T21:24:08.251Z,temperature,12.9
PartialTech Research Farm,2019-09-12T14:24:59.863Z,temperature,18.1
PartialTech Research Farm,2019-09-12T00:42:16.227Z,temperature,16.6
PartialTech Research Farm,2019-09-13T00:42:16.227Z,pH,5.75
PartialTech Research Farm,2019-09-13T00:42:16.227Z,rainFall,0
PartialTech Research Farm,2019-09-13T06:22:48.472Z,temperature,16.9
PartialTech Research Farm,2019-09-13T00:01:55.841Z,temperature,14.0
PartialTech Research Farm,2019-09-13T17:20:29.716Z,temperature,15.6
PartialTech Research Farm,2019-09-13T16:38:11.270Z,temperature,16.1
PartialTech Research Farm,2019-09-13T02:01:17.899Z,temperature,14.4
PartialTech Research Farm,2019-09-13T09:10:20.439Z,temperature,17.7
PartialTech Research Farm,2019-09-12T22:25:19.380Z,temperature,13.5
PartialTech Research Farm,2019-09-13T13:37:44.334Z,temperature,17.2
PartialTech Research Farm,2019-09-13T10:58:27.106Z,temperature,17.4
PartialTech Research Farm,2019-09-13T20:28:11.150Z,temperature,13.7
PartialTech Research Farm,2019-09-14T20:28:11.150Z,pH,5.77
PartialTech Research Farm,2019-09-14T20:28:11.150Z,rainFall,0
PartialTech Research Farm,2019-09-14T12:40:42.311Z,temperature,11.0
PartialTech Research Farm,2019-09-14T12:06:56.447Z,temperature,11.3
PartialTech Research Farm,2019-09-15T12:06:56.447Z,pH,6.43
PartialTech Research Farm,2019-09-15T12:06:56.447Z,rainFall,0
PartialTech Research Farm,2019-09-15T11:05:18.402Z,temperature,20.4
PartialTech Research Farm,2019-09-14T22:25:57.427Z,temperature,15.8
PartialTech Research Farm,2019-09-15T22:25:57.427Z,pH,5.99
PartialTech Research Farm,2019-09-15T22:25:57.427Z,rainFall,2.2
PartialTech Research Farm,2019-09-16T16:43:44.247Z,temperature,18.0
PartialTech Research Farm,2019-09-15T21:42:37.204Z,temperature,14.0
PartialTech Research Farm,2019-09-16T21:42:37.204Z,pH,6.32
PartialTech Research Farm,2019-09-16T21:42:37.204Z,rainFall,4.4
PartialTech Research Farm,2019-09-17T20:33:03.914Z,temperature,14.7
PartialTech Research Farm,2019-09-17T01:55:05.907Z,temperature,15.7
PartialTech Research Farm,2019-09-17T01:29:46.339Z,temperature,16.7
PartialTech Research Farm,2019-09-17T16:01:45.002Z,temperature,18.1
PartialTech Research Farm,2019-09-18T16:01:45.002Z,pH,5.49
PartialTech Research Farm,2019-09-18T16:01:45.002Z,rainFall,0
