location,datetime,sensorType,value
Friman Metsola collective,2019-05-08T23:39:24.678Z,temperature,22.7
Friman Metsola collective,2019-05-09T23:39:24.678Z,pH,6.37
Friman Metsola collective,2019-05-09T23:39:24.678Z,rainFall,0
Friman Metsola collective,2019-05-10T00:08:01.131Z,temperature,27.7
Friman Metsola collective,2019-05-10T19:28:41.956Z,temperature,26.1
Friman Metsola collective,2019-05-10T08:26:22.146Z,temperature,29.7
Friman Metsola collective,2019-05-11T08:26:22.146Z,pH,6.12
Friman Metsola collective,2019-05-11T08:26:22.146Z,rainFall,0
Friman Metsola collective,2019-05-10T23:28:51.896Z,temperature,18.0
Friman Metsola collective,2019-05-10T23:34:15.288Z,temperature,19.1
Friman Metsola collective,2019-05-10T22:45:27.579Z,temperature,18.8
Friman Metsola collective,2019-05-11T00:02:30.353Z,temperature,18.9
Friman Metsola collective,2019-05-11T20:38:57.964Z,temperature,17.8
Friman Metsola collective,2019-05-11T00:12:46.791Z,temperature,19.1
Friman Metsola collective,2019-05-11T12:44:58.735Z,temperature,21.4
Friman Metsola collective,2019-05-11T05:29:08.122Z,temperature,21.7
Friman Metsola collective,2019-05-10T23:49:11.929Z,temperature,18.5
Friman Metsola collective,2019-05-11T01:16:13.122Z,temperature,18.8
Friman Metsola collective,2019-05-12T01:16:13.122Z,pH,6.46
Friman Metsola collective,2019-05-12T01:16:13.122Z,rainFall,3.4
Friman Metsola collective,2019-05-12T12:10:19.010Z,temperature,22.6
Friman Metsola collective,2019-05-12T01:12:03.940Z,temperature,19.6
Friman Metsola collective,2019-05-12T15:49:15.240Z,temperature,22.3
Friman Metsola collective,2019-05-12T02:31:00.601Z,temperature,21.7
Friman Metsola collective,2019-05-12T05:29:57.425Z,temperature,23.2
Friman Metsola collective,2019-05-12T12:38:47.113Z,temperature,23.6
Friman Metsola collective,2019-05-11T21:55:29.740Z,temperature,17.8
Friman Metsola collective,2019-05-11T22:11:18.468Z,temperature,17.7
Friman Metsola collective,2019-05-12T18:14:10.641Z,temperature,21.0
Friman Metsola collective,2019-05-13T18:14:10.641Z,pH,6.07
Friman Metsola collective,2019-05-13T18:14:10.641Z,rainFall,0
Friman Metsola collective,2019-05-13T12:37:50.554Z,temperature,32.1
Friman Metsola collective,2019-05-13T15:36:11.264Z,temperature,32.6
Friman Metsola collective,2019-05-13T08:27:12.502Z,temperature,33.4
Friman Metsola collective,2019-05-12T21:44:04.379Z,temperature,27.5
Friman Metsola collective,2019-05-13T03:35:32.093Z,temperature,32.2
Friman Metsola collective,2019-05-13T11:36:13.037Z,temperature,32.5
Friman Metsola collective,2019-05-13T06:12:33.853Z,temperature,31.9
Friman Metsola collective,2019-05-14T06:12:33.853Z,pH,6.18
Friman Metsola collective,2019-05-14T06:12:33.853Z,rainFall,2.7
Friman Metsola collective,2019-05-14T08:49:15.727Z,temperature,31.1
Friman Metsola collective,2019-05-14T05:29:46.817Z,temperature,31.0
Friman Metsola collective,2019-05-14T09:39:17.027Z,temperature,31.6
Friman Metsola collective,2019-05-14T19:02:41.284Z,temperature,28.2
Friman Metsola collective,2019-05-14T17:29:03.057Z,temperature,27.9
Friman Metsola collective,2019-05-14T05:21:32.785Z,temperature,29.7
Friman Metsola collective,2019-05-15T05:21:32.785Z,pH,6.43
Friman Metsola collective,2019-05-15T05:21:32.785Z,rainFall,3.4
Friman Metsola collective,2019-05-15T16:30:54.692Z,temperature,20.8
Friman Metsola collective,2019-05-16T16:30:54.692Z,pH,6.34
Friman Metsola collective,2019-05-16T16:30:54.692Z,rainFall,0
Friman Metsola collective,2019-05-16T15:52:19.260Z,temperature,31.3
Friman Metsola collective,2019-05-15T23:44:52.559Z,temperature,27.7
Friman Metsola collective,2019-05-16T02:58:17.944Z,temperature,30.9
Friman Metsola collective,2019-05-16T13:47:22.491Z,temperature,31.1
Friman Metsola collective,2019-05-16T09:36:05.790Z,temperature,32.0
Friman Metsola collective,2019-05-17T09:36:05.790Z,pH,6.20
Friman Metsola collective,2019-05-17T09:36:05.790Z,rainFall,3.2
Friman Metsola collective,2019-05-17T10:28:51.679Z,temperature,31.5
Friman Metsola collective,2019-05-16T23:14:35.001Z,temperature,28.9
Friman Metsola collective,2019-05-17T05:33:31.869Z,temperature,32.6
Friman Metsola collective,2019-05-17T13:02:14.333Z,temperature,31.1
Friman Metsola collective,2019-05-17T10:59:34.554Z,temperature,31.7
Friman Metsola collective,2019-05-17T18:29:50.915Z,temperature,30.6
Friman Metsola collective,2019-05-18T18:29:50.915Z,pH,6.20
Friman Metsola collective,2019-05-18T18:29:50.915Z,rainFall,0
Friman Metsola collective,2019-05-18T18:48:05.755Z,temperature,24.9
Friman Metsola collective,2019-05-18T09:27:50.705Z,temperature,27.5
Friman Metsola collective,2019-05-18T04:13:38.839Z,temperature,27.1
Friman Metsola collective,2019-05-18T05:58:22.011Z,temperature,26.7
Friman Metsola collective,2019-05-18T18:48:55.574Z,temperature,25.2
Friman Metsola collective,2019-05-18T12:13:58.593Z,temperature,27.5
Friman Metsola collective,2019-05-18T06:10:51.615Z,temperature,27.8
Friman Metsola collective,2019-05-18T00:04:38.954Z,temperature,24.5
Friman Metsola collective,2019-05-19T00:04:38.954Z,pH,6.03
Friman Metsola collective,2019-05-19T00:04:38.954Z,rainFall,3.8
Friman Metsola collective,2019-05-19T16:23:48.940Z,temperature,20.4
Friman Metsola collective,2019-05-20T16:23:48.940Z,pH,5.81
Friman Metsola collective,2019-05-20T16:23:48.940Z,rainFall,0
Friman Metsola collective,2019-05-20T04:36:58.124Z,temperature,22.8
Friman Metsola collective,2019-05-20T07:23:46.412Z,temperature,22.5
Friman Metsola collective,2019-05-20T04:38:48.375Z,temperature,22.2
Friman Metsola collective,2019-05-20T05:21:52.415Z,temperature,22.3
Friman Metsola collective,2019-05-20T05:19:20.626Z,temperature,21.6
Friman Metsola collective,2019-05-20T20:45:35.308Z,temperature,18.8
Friman Metsola collective,2019-05-20T08:16:09.962Z,temperature,22.7
Friman Metsola collective,2019-05-19T23:46:53.070Z,temperature,20.1
Friman Metsola collective,2019-05-20T11:51:09.407Z,temperature,23.4
Friman Metsola collective,2019-05-21T11:51:09.407Z,pH,5.82
Friman Metsola collective,2019-05-21T11:51:09.407Z,rainFall,0
Friman Metsola collective,2019-05-21T02:54:04.275Z,temperature,22.9
Friman Metsola collective,2019-05-21T15:20:01.749Z,temperature,24.4
Friman Metsola collective,2019-05-21T04:23:11.797Z,temperature,24.8
Friman Metsola collective,2019-05-21T10:38:02.245Z,temperature,25.5
Friman Metsola collective,2019-05-21T06:25:39.430Z,temperature,25.6
Friman Metsola collective,2019-05-21T18:27:06.420Z,temperature,24.1
Friman Metsola collective,2019-05-21T20:56:40.943Z,temperature,21.6
Friman Metsola collective,2019-05-21T09:03:10.295Z,temperature,26.1
Friman Metsola collective,2019-05-21T07:48:24.759Z,temperature,25.5
Friman Metsola collective,2019-05-21T03:29:10.260Z,temperature,25.0
Friman Metsola collective,2019-05-22T03:29:10.260Z,pH,6.42
Friman Metsola collective,2019-05-22T03:29:10.260Z,rainFall,0
Friman Metsola collective,2019-05-22T07:46:02.197Z,temperature,28.7
Friman Metsola collective,2019-05-23T07:46:02.197Z,pH,5.88
Friman Metsola collective,2019-05-23T07:46:02.197Z,rainFall,0
Friman Metsola collective,2019-05-23T04:27:52.782Z,temperature,30.5
Friman Metsola collective,2019-05-23T11:18:58.826Z,temperature,31.4
Friman Metsola collective,2019-05-23T13:10:36.154Z,temperature,32.1
Friman Metsola collective,2019-05-23T13:30:31.718Z,temperature,31.0
Friman Metsola collective,2019-05-24T13:30:31.718Z,pH,5.80
Friman Metsola collective,2019-05-24T13:30:31.718Z,rainFall,3.1
Friman Metsola collective,2019-05-24T12:04:46.185Z,temperature,30.6
Friman Metsola collective,2019-05-24T20:09:09.181Z,temperature,26.3
Friman Metsola collective,2019-05-24T05:55:40.725Z,temperature,29.8
Friman Metsola collective,2019-05-23T23:54:08.882Z,temperature,26.8
Friman Metsola collective,2019-05-24T23:54:08.882Z,pH,6.55
Friman Metsola collective,2019-05-24T23:54:08.882Z,rainFall,3.4
Friman Metsola collective,2019-05-25T07:26:45.469Z,temperature,24.3
Friman Metsola collective,2019-05-25T16:09:08.174Z,temperature,24.2
Friman Metsola collective,2019-05-25T15:09:03.493Z,temperature,24.9
Friman Metsola collective,2019-05-24T22:16:27.690Z,temperature,20.4
Friman Metsola collective,2019-05-25T22:16:27.690Z,pH,5.92
Friman Metsola collective,2019-05-25T22:16:27.690Z,rainFall,4.1
Friman Metsola collective,2019-05-26T16:00:40.597Z,temperature,24.3
Friman Metsola collective,2019-05-27T16:00:40.597Z,pH,5.84
Friman Metsola collective,2019-05-27T16:00:40.597Z,rainFall,0
Friman Metsola collective,2019-05-27T15:12:00.022Z,temperature,31.4
Friman Metsola collective,2019-05-27T15:02:42.444Z,temperature,32.5
Friman Metsola collective,2019-05-27T03:28:07.810Z,temperature,31.3
Friman Metsola collective,2019-05-27T06:47:38.330Z,temperature,32.4
Friman Metsola collective,2019-05-28T06:47:38.330Z,pH,6.49
Friman Metsola collective,2019-05-28T06:47:38.330Z,rainFall,4.0
Friman Metsola collective,2019-05-28T11:27:46.100Z,temperature,31.2
Friman Metsola collective,2019-05-27T22:58:03.995Z,temperature,27.3
Friman Metsola collective,2019-05-28T01:27:37.864Z,temperature,29.8
Friman Metsola collective,2019-05-28T20:23:41.533Z,temperature,27.9
Friman Metsola collective,2019-05-28T00:47:35.745Z,temperature,28.4
Friman Metsola collective,2019-05-28T06:44:29.476Z,temperature,31.0
Friman Metsola collective,2019-05-29T06:44:29.476Z,pH,5.77
Friman Metsola collective,2019-05-29T06:44:29.476Z,rainFall,4.2
Friman Metsola collective,2019-05-29T04:59:05.583Z,temperature,30.1
Friman Metsola collective,2019-05-29T14:07:46.878Z,temperature,30.4
Friman Metsola collective,2019-05-29T00:58:22.077Z,temperature,27.8
Friman Metsola collective,2019-05-30T00:58:22.077Z,pH,6.45
Friman Metsola collective,2019-05-30T00:58:22.077Z,rainFall,0
Friman Metsola collective,2019-05-30T09:51:46.098Z,temperature,31.4
Friman Metsola collective,2019-05-29T21:57:50.660Z,temperature,25.7
Friman Metsola collective,2019-05-30T21:57:50.660Z,pH,6.49
Friman Metsola collective,2019-05-30T21:57:50.660Z,rainFall,0
Friman Metsola collective,2019-05-31T01:48:21.308Z,temperature,23.6
Friman Metsola collective,2019-05-30T22:19:16.823Z,temperature,23.0
Friman Metsola collective,2019-05-30T23:37:02.999Z,temperature,23.3
Friman Metsola collective,2019-05-31T08:01:33.885Z,temperature,26.8
Friman Metsola collective,2019-05-31T03:49:18.119Z,temperature,25.5
Friman Metsola collective,2019-05-30T22:03:35.481Z,temperature,21.6
Friman Metsola collective,2019-05-31T03:37:42.373Z,temperature,25.0
Friman Metsola collective,2019-05-31T18:18:42.558Z,temperature,24.5
Friman Metsola collective,2019-05-30T21:38:42.920Z,temperature,21.4
Friman Metsola collective,2019-05-31T21:38:42.920Z,pH,6.00
Friman Metsola collective,2019-05-31T21:38:42.920Z,rainFall,0
Friman Metsola collective,2019-06-01T17:20:20.772Z,temperature,22.2
Friman Metsola collective,2019-06-01T04:55:51.165Z,temperature,23.4
Friman Metsola collective,2019-06-01T15:10:42.637Z,temperature,23.1
Friman Metsola collective,2019-06-01T08:31:32.460Z,temperature,24.4
Friman Metsola collective,2019-06-01T16:56:37.513Z,temperature,24.4
Friman Metsola collective,2019-06-01T04:11:40.964Z,temperature,23.8
Friman Metsola collective,2019-05-31T23:59:33.032Z,temperature,20.9
Friman Metsola collective,2019-06-01T07:35:09.502Z,temperature,24.7
Friman Metsola collective,2019-06-02T07:35:09.502Z,pH,6.49
Friman Metsola collective,2019-06-02T07:35:09.502Z,rainFall,0
Friman Metsola collective,2019-06-02T03:48:03.894Z,temperature,30.0
Friman Metsola collective,2019-06-03T03:48:03.894Z,pH,6.06
Friman Metsola collective,2019-06-03T03:48:03.894Z,rainFall,0
Friman Metsola collective,2019-06-03T20:56:43.607Z,temperature,28.2
Friman Metsola collective,2019-06-03T11:25:12.422Z,temperature,32.8
Friman Metsola collective,2019-06-03T09:16:18.300Z,temperature,32.0
Friman Metsola collective,2019-06-03T06:46:39.972Z,temperature,32.4
Friman Metsola collective,2019-06-03T12:13:07.759Z,temperature,31.8
Friman Metsola collective,2019-06-04T12:13:07.759Z,pH,6.16
Friman Metsola collective,2019-06-04T12:13:07.759Z,rainFall,5.3
Friman Metsola collective,2019-06-04T07:24:11.800Z,temperature,NULL
Friman Metsola collective,2019-06-04T09:19:55.036Z,temperature,34.0
Friman Metsola collective,2019-06-04T09:21:49.082Z,temperature,34.4
Friman Metsola collective,2019-06-04T04:38:07.824Z,temperature,32.3
Friman Metsola collective,2019-06-04T02:35:51.276Z,temperature,31.2
Friman Metsola collective,2019-06-04T20:40:10.825Z,temperature,30.0
Friman Metsola collective,2019-06-04T12:28:59.188Z,temperature,33.4
Friman Metsola collective,2019-06-04T02:24:34.797Z,temperature,30.6
Friman Metsola collective,2019-06-04T03:45:05.605Z,temperature,31.6
Friman Metsola collective,2019-06-04T19:55:10.621Z,temperature,30.6
Friman Metsola collective,2019-06-05T19:55:10.621Z,pH,5.72
Friman Metsola collective,2019-06-05T19:55:10.621Z,rainFall,4.4
Friman Metsola collective,2019-06-05T18:50:09.515Z,temperature,29.5
Friman Metsola collective,2019-06-06T18:50:09.515Z,pH,6.02
Friman Metsola collective,2019-06-06T18:50:09.515Z,rainFall,0
Friman Metsola collective,2019-06-06T08:19:26.452Z,temperature,35.2
Friman Metsola collective,2019-06-06T06:56:42.483Z,temperature,34.3
Friman Metsola collective,2019-06-07T06:56:42.483Z,pH,6.12
Friman Metsola collective,2019-06-07T06:56:42.483Z,rainFall,0
Friman Metsola collective,2019-06-07T01:19:08.218Z,temperature,20.3
Friman Metsola collective,2019-06-07T10:51:28.174Z,temperature,22.4
Friman Metsola collective,2019-06-07T19:49:42.193Z,temperature,21.0
Friman Metsola collective,2019-06-07T03:30:44.237Z,temperature,22.8
Friman Metsola collective,2019-06-08T03:30:44.237Z,pH,6.44
Friman Metsola collective,2019-06-08T03:30:44.237Z,rainFall,0
Friman Metsola collective,2019-06-08T03:45:52.466Z,temperature,22.6
Friman Metsola collective,2019-06-08T04:57:17.487Z,temperature,22.4
Friman Metsola collective,2019-06-08T04:49:00.274Z,temperature,22.0
Friman Metsola collective,2019-06-08T00:15:50.166Z,temperature,19.4
Friman Metsola collective,2019-06-09T00:15:50.166Z,pH,6.26
Friman Metsola collective,2019-06-09T00:15:50.166Z,rainFall,4.4
Friman Metsola collective,2019-06-09T00:15:02.727Z,temperature,28.2
Friman Metsola collective,2019-06-09T09:46:03.434Z,temperature,30.6
Friman Metsola collective,2019-06-09T03:14:08.064Z,temperature,30.2
Friman Metsola collective,2019-06-09T08:33:59.839Z,temperature,31.1
Friman Metsola collective,2019-06-10T08:33:59.839Z,pH,6.44
Friman Metsola collective,2019-06-10T08:33:59.839Z,rainFall,0
Friman Metsola collective,2019-06-10T17:08:11.886Z,temperature,21.2
Friman Metsola collective,2019-06-10T08:30:28.266Z,temperature,24.1
Friman Metsola collective,2019-06-09T21:53:12.198Z,temperature,18.1
Friman Metsola collective,2019-06-10T10:28:23.314Z,temperature,23.4
Friman Metsola collective,2019-06-10T06:04:11.994Z,temperature,22.5
Friman Metsola collective,2019-06-10T18:16:13.623Z,temperature,20.6
Friman Metsola collective,2019-06-10T12:33:15.990Z,temperature,23.9
Friman Metsola collective,2019-06-10T09:37:32.394Z,temperature,22.9
Friman Metsola collective,2019-06-10T00:05:50.642Z,temperature,19.5
Friman Metsola collective,2019-06-11T00:05:50.642Z,pH,6.05
Friman Metsola collective,2019-06-11T00:05:50.642Z,rainFall,0
Friman Metsola collective,2019-06-11T01:30:01.519Z,temperature,30.7
Friman Metsola collective,2019-06-11T14:06:33.716Z,temperature,33.3
Friman Metsola collective,2019-06-12T14:06:33.716Z,pH,6.08
Friman Metsola collective,2019-06-12T14:06:33.716Z,rainFall,5.4
Friman Metsola collective,2019-06-11T23:28:34.091Z,temperature,31.4
Friman Metsola collective,2019-06-12T14:01:01.363Z,temperature,34.9
Friman Metsola collective,2019-06-12T20:34:11.127Z,temperature,30.6
Friman Metsola collective,2019-06-13T20:34:11.127Z,pH,6.35
Friman Metsola collective,2019-06-13T20:34:11.127Z,rainFall,0
Friman Metsola collective,2019-06-13T07:02:17.710Z,temperature,31.6
Friman Metsola collective,2019-06-13T02:25:46.703Z,temperature,28.3
Friman Metsola collective,2019-06-13T11:41:45.620Z,temperature,31.4
Friman Metsola collective,2019-06-13T04:18:07.033Z,temperature,31.1
Friman Metsola collective,2019-06-13T03:43:29.800Z,temperature,29.2
Friman Metsola collective,2019-06-13T10:43:54.893Z,temperature,31.4
Friman Metsola collective,2019-06-13T04:25:48.183Z,temperature,30.9
Friman Metsola collective,2019-06-13T06:28:23.471Z,temperature,30.9
Friman Metsola collective,2019-06-13T15:02:06.683Z,temperature,30.4
Friman Metsola collective,2019-06-14T15:02:06.683Z,pH,5.72
Friman Metsola collective,2019-06-14T15:02:06.683Z,rainFall,12.3
Friman Metsola collective,2019-06-14T12:56:33.911Z,temperature,30.4
Friman Metsola collective,2019-06-14T12:59:04.285Z,temperature,30.2
Friman Metsola collective,2019-06-14T13:17:59.238Z,temperature,30.7
Friman Metsola collective,2019-06-14T15:37:34.216Z,temperature,29.7
Friman Metsola collective,2019-06-13T22:50:39.654Z,temperature,27.3
Friman Metsola collective,2019-06-14T20:49:51.199Z,temperature,27.7
Friman Metsola collective,2019-06-14T12:58:16.160Z,temperature,31.8
Friman Metsola collective,2019-06-14T06:09:53.126Z,temperature,31.0
Friman Metsola collective,2019-06-15T06:09:53.126Z,pH,6.39
Friman Metsola collective,2019-06-15T06:09:53.126Z,rainFall,0
Friman Metsola collective,2019-06-15T19:26:39.675Z,temperature,24.3
Friman Metsola collective,2019-06-14T22:42:07.896Z,temperature,22.7
Friman Metsola collective,2019-06-14T23:37:30.419Z,temperature,24.1
Friman Metsola collective,2019-06-15T20:08:53.367Z,temperature,23.8
Friman Metsola collective,2019-06-15T01:59:05.287Z,temperature,23.9
Friman Metsola collective,2019-06-14T21:33:21.222Z,temperature,22.7
Friman Metsola collective,2019-06-15T04:16:07.136Z,temperature,25.4
Friman Metsola collective,2019-06-15T00:21:50.882Z,temperature,25.0
Friman Metsola collective,2019-06-16T00:21:50.882Z,pH,6.66
Friman Metsola collective,2019-06-16T00:21:50.882Z,rainFall,0
Friman Metsola collective,2019-06-16T16:03:11.532Z,temperature,22.9
Friman Metsola collective,2019-06-15T22:59:13.562Z,temperature,19.9
Friman Metsola collective,2019-06-16T18:03:26.628Z,temperature,22.3
Friman Metsola collective,2019-06-16T18:23:50.233Z,temperature,23.2
Friman Metsola collective,2019-06-16T18:16:03.918Z,temperature,22.9
Friman Metsola collective,2019-06-17T18:16:03.918Z,pH,6.39
Friman Metsola collective,2019-06-17T18:16:03.918Z,rainFall,0
Friman Metsola collective,2019-06-16T23:07:04.438Z,temperature,28.2
Friman Metsola collective,2019-06-17T09:02:22.385Z,temperature,32.6
Friman Metsola collective,2019-06-17T17:51:06.492Z,temperature,29.1
Friman Metsola collective,2019-06-17T06:59:18.705Z,temperature,31.8
Friman Metsola collective,2019-06-17T19:47:20.310Z,temperature,28.9
Friman Metsola collective,2019-06-18T19:47:20.310Z,pH,6.07
Friman Metsola collective,2019-06-18T19:47:20.310Z,rainFall,0
Friman Metsola collective,2019-06-18T13:59:15.449Z,temperature,33.5
Friman Metsola collective,2019-06-18T17:14:33.469Z,temperature,32.4
Friman Metsola collective,2019-06-18T01:47:22.100Z,temperature,31.0
Friman Metsola collective,2019-06-17T23:45:51.680Z,temperature,31.2
Friman Metsola collective,2019-06-18T01:15:37.208Z,temperature,30.6
Friman Metsola collective,2019-06-18T02:34:08.716Z,temperature,31.3
Friman Metsola collective,2019-06-18T19:31:40.683Z,temperature,30.3
Friman Metsola collective,2019-06-18T07:20:21.125Z,temperature,33.1
Friman Metsola collective,2019-06-18T02:37:26.098Z,temperature,32.6
Friman Metsola collective,2019-06-18T20:09:28.125Z,temperature,29.9
Friman Metsola collective,2019-06-19T20:09:28.125Z,pH,6.06
Friman Metsola collective,2019-06-19T20:09:28.125Z,rainFall,4.0
Friman Metsola collective,2019-06-19T14:40:55.029Z,temperature,22.2
Friman Metsola collective,2019-06-19T04:16:17.489Z,temperature,22.4
Friman Metsola collective,2019-06-19T16:26:47.315Z,temperature,21.8
Friman Metsola collective,2019-06-19T18:54:52.766Z,temperature,20.6
Friman Metsola collective,2019-06-19T13:39:55.742Z,temperature,22.1
Friman Metsola collective,2019-06-19T04:55:52.363Z,temperature,22.8
Friman Metsola collective,2019-06-19T13:07:13.476Z,temperature,23.2
Friman Metsola collective,2019-06-19T17:43:20.954Z,temperature,20.6
Friman Metsola collective,2019-06-19T17:45:23.094Z,temperature,22.3
Friman Metsola collective,2019-06-19T00:50:35.969Z,temperature,21.2
Friman Metsola collective,2019-06-20T00:50:35.969Z,pH,6.40
Friman Metsola collective,2019-06-20T00:50:35.969Z,rainFall,0
Friman Metsola collective,2019-06-20T20:11:43.872Z,temperature,27.8
Friman Metsola collective,2019-06-20T09:21:18.039Z,temperature,31.8
Friman Metsola collective,2019-06-19T22:11:58.958Z,temperature,26.5
Friman Metsola collective,2019-06-20T22:11:58.958Z,pH,6.59
Friman Metsola collective,2019-06-20T22:11:58.958Z,rainFall,0
Friman Metsola collective,2019-06-21T05:31:19.177Z,temperature,30.1
Friman Metsola collective,2019-06-21T17:54:54.620Z,temperature,27.5
Friman Metsola collective,2019-06-21T03:50:57.268Z,temperature,29.1
Friman Metsola collective,2019-06-20T21:39:43.220Z,temperature,25.1
Friman Metsola collective,2019-06-21T12:29:13.647Z,temperature,29.6
Friman Metsola collective,2019-06-21T00:51:29.446Z,temperature,28.1
Friman Metsola collective,2019-06-21T20:31:47.614Z,temperature,25.8
Friman Metsola collective,2019-06-22T20:31:47.614Z,pH,6.51
Friman Metsola collective,2019-06-22T20:31:47.614Z,rainFall,7.2
Friman Metsola collective,2019-06-22T03:39:07.375Z,temperature,33.4
Friman Metsola collective,2019-06-22T09:50:01.486Z,temperature,36.5
Friman Metsola collective,2019-06-22T10:28:36.105Z,temperature,36.1
Friman Metsola collective,2019-06-22T17:51:24.622Z,temperature,32.9
Friman Metsola collective,2019-06-22T00:10:01.608Z,temperature,31.9
Friman Metsola collective,2019-06-23T00:10:01.608Z,pH,5.89
Friman Metsola collective,2019-06-23T00:10:01.608Z,rainFall,4.3
Friman Metsola collective,2019-06-23T19:30:19.298Z,temperature,23.1
Friman Metsola collective,2019-06-23T14:47:35.151Z,temperature,25.3
Friman Metsola collective,2019-06-23T14:52:18.077Z,temperature,26.6
Friman Metsola collective,2019-06-22T21:11:09.747Z,temperature,21.3
Friman Metsola collective,2019-06-23T20:31:48.190Z,temperature,22.0
Friman Metsola collective,2019-06-23T11:01:58.184Z,temperature,26.6
Friman Metsola collective,2019-06-24T11:01:58.184Z,pH,6.44
Friman Metsola collective,2019-06-24T11:01:58.184Z,rainFall,5.9
Friman Metsola collective,2019-06-24T03:58:43.398Z,temperature,23.3
Friman Metsola collective,2019-06-24T10:32:00.559Z,temperature,24.9
Friman Metsola collective,2019-06-23T22:35:52.967Z,temperature,21.0
Friman Metsola collective,2019-06-24T05:22:45.327Z,temperature,24.1
Friman Metsola collective,2019-06-24T19:25:08.832Z,temperature,22.1
Friman Metsola collective,2019-06-24T19:38:46.756Z,temperature,21.7
Friman Metsola collective,2019-06-25T19:38:46.756Z,pH,6.58
Friman Metsola collective,2019-06-25T19:38:46.756Z,rainFall,0
Friman Metsola collective,2019-06-25T19:53:39.911Z,temperature,26.8
Friman Metsola collective,2019-06-25T15:28:53.986Z,temperature,28.2
Friman Metsola collective,2019-06-24T22:37:25.489Z,temperature,26.1
Friman Metsola collective,2019-06-25T05:32:34.407Z,temperature,29.5
Friman Metsola collective,2019-06-25T05:14:34.544Z,temperature,30.3
Friman Metsola collective,2019-06-25T03:09:18.852Z,temperature,28.4
Friman Metsola collective,2019-06-25T01:37:23.732Z,temperature,27.8
Friman Metsola collective,2019-06-25T04:50:02.990Z,temperature,28.4
Friman Metsola collective,2019-06-25T03:56:17.387Z,temperature,27.9
Friman Metsola collective,2019-06-24T21:08:01.547Z,temperature,25.2
Friman Metsola collective,2019-06-25T21:08:01.547Z,pH,6.50
Friman Metsola collective,2019-06-25T21:08:01.547Z,rainFall,0
Friman Metsola collective,2019-06-25T23:53:19.409Z,temperature,29.6
Friman Metsola collective,2019-06-25T22:44:04.888Z,temperature,28.0
Friman Metsola collective,2019-06-26T01:40:58.822Z,temperature,30.9
Friman Metsola collective,2019-06-25T22:28:07.770Z,temperature,28.1
Friman Metsola collective,2019-06-26T11:35:27.596Z,temperature,33.7
Friman Metsola collective,2019-06-25T21:57:02.009Z,temperature,28.2
Friman Metsola collective,2019-06-26T08:42:55.383Z,temperature,33.0
Friman Metsola collective,2019-06-26T07:43:27.580Z,temperature,32.9
Friman Metsola collective,2019-06-26T14:46:23.279Z,temperature,31.1
Friman Metsola collective,2019-06-26T06:45:21.855Z,temperature,31.5
Friman Metsola collective,2019-06-27T06:45:21.855Z,pH,5.99
Friman Metsola collective,2019-06-27T06:45:21.855Z,rainFall,0
Friman Metsola collective,2019-06-27T02:57:32.972Z,temperature,31.3
Friman Metsola collective,2019-06-27T13:00:13.300Z,temperature,32.5
Friman Metsola collective,2019-06-28T13:00:13.300Z,pH,5.86
Friman Metsola collective,2019-06-28T13:00:13.300Z,rainFall,4.2
Friman Metsola collective,2019-06-28T16:05:30.227Z,temperature,27.2
Friman Metsola collective,2019-06-29T16:05:30.227Z,pH,5.92
Friman Metsola collective,2019-06-29T16:05:30.227Z,rainFall,0
Friman Metsola collective,2019-06-29T10:02:49.909Z,temperature,35.1
Friman Metsola collective,2019-06-30T10:02:49.909Z,pH,5.76
Friman Metsola collective,2019-06-30T10:02:49.909Z,rainFall,0
Friman Metsola collective,2019-06-30T06:30:52.965Z,temperature,21.9
Friman Metsola collective,2019-06-30T16:27:02.398Z,temperature,21.6
Friman Metsola collective,2019-07-01T16:27:02.398Z,pH,6.14
Friman Metsola collective,2019-07-01T16:27:02.398Z,rainFall,6.9
Friman Metsola collective,2019-07-01T05:37:33.121Z,temperature,27.2
Friman Metsola collective,2019-07-02T05:37:33.121Z,pH,6.01
Friman Metsola collective,2019-07-02T05:37:33.121Z,rainFall,2.9
Friman Metsola collective,2019-07-01T21:21:33.126Z,temperature,21.5
Friman Metsola collective,2019-07-01T22:05:53.538Z,temperature,21.2
Friman Metsola collective,2019-07-02T03:04:27.000Z,temperature,24.7
Friman Metsola collective,2019-07-01T23:07:17.785Z,temperature,22.0
Friman Metsola collective,2019-07-01T23:06:52.477Z,temperature,23.0
Friman Metsola collective,2019-07-01T21:29:07.757Z,temperature,20.4
Friman Metsola collective,2019-07-02T04:14:29.976Z,temperature,25.7
Friman Metsola collective,2019-07-02T08:17:57.174Z,temperature,25.7
Friman Metsola collective,2019-07-03T08:17:57.174Z,pH,6.46
Friman Metsola collective,2019-07-03T08:17:57.174Z,rainFall,5.8
Friman Metsola collective,2019-07-02T22:17:36.188Z,temperature,23.4
Friman Metsola collective,2019-07-03T00:51:32.816Z,temperature,24.1
Friman Metsola collective,2019-07-03T00:46:22.985Z,temperature,23.7
Friman Metsola collective,2019-07-03T08:06:01.556Z,temperature,28.8
Friman Metsola collective,2019-07-03T05:04:50.191Z,temperature,26.4
Friman Metsola collective,2019-07-04T05:04:50.191Z,pH,5.70
Friman Metsola collective,2019-07-04T05:04:50.191Z,rainFall,0
